Entity Name,Entity Code,Shade Family,Hex Code,Feature Tag,Color Temperature,Tonality,Room,Popularity,Page Number,Position Number,Latest,Page URL,Complementary Shade 1 - Similar Tone,Similar Tone Hex,Complementary Shade 2 - Recommended Pairing,Recommended Pairing Hex,Complementary Shade 3 - Classic Opposite,Classic Opposite Hex,Complementary Shade 4 - Matched Tonality Opposite,Matched Tonality Opposite Hex,Suggested Wallpaper - Similar Tone,Similar Tone Wallpaper Hex,Suggested Wallpaper Link - Similar Tone,Suggested Wallpaper - Complementary,Complementary Wallpaper Hex,Suggested Wallpaper Link - Complementary,Suggested Texture - Complementary,Complementary Texture Hex,Suggested Texture Link - Complementary,Suggested Texture - Best Aesthetic Match,Best Aesthetic Match Hex,Suggested Texture Link - Best Aesthetic Match
dark spinach-n,9813,greens,#6F7D39,,cool,dark,"highlight walls, balcony, verandahs",789,99,5,1412,https://www.asianpaints.com/colour-catalogue/green-wall-colours/dark-spinach-n.html,pristine green (9353),#D1E09A,french purple (7215),#8298C9,italian iris (7144),#ACA6B8,aurora purple-n (9621),#534977,Sabyasachi Chapter 3: Heartland - Sanganer Tent - Suleiman Rose (Mica) (W150Z668S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z668S75.jpg,Sabyasachi Chapter 4: Paris-Calcutta - Irani Turquoise (W269LO10S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO10S75.jpg,Opaco Matt Vertical (IMP1004CMB1004),#49484E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1004.png,Jute (TXT1030CMB1111),#29638B,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1030CMB1111.jpg
tea bush-n,9814,greens,#59663C,Recommended,cool,dark,"highlight walls, balcony, verandahs",790,99,6,1411,https://www.asianpaints.com/colour-catalogue/green-wall-colours/tea-bush-n.html,white echo (L112),#EBEEE4,happy hyacinth (7110),#AA7EB2,fading light-n (9628),#DFDAE7,victorian purple (7181),#504D55,Sabyasachi Chapter 3: Heartland - Gokul Pichwai - Kheer (W150Z672S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z672S75.jpg,Sabyasachi Chapter 4: Paris-Calcutta - Indigo (W269LO16S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO16S75.jpg,Lattice Kaledio (IMP1012CMB1006),#4C4A50,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1012CMB1006.png,Calcecruda Rustic (IMP1001CMB1003),#505155,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1003.png
montane forest-n,9815,greens,#555D3C,,cool,dark,"highlight walls, balcony, verandahs",791,99,7,1410,https://www.asianpaints.com/colour-catalogue/green-wall-colours/montane-forest-n.html,tree of life (7691),#D7DCC4,dusky iris (7235),#D5DADC,mount olympus (7152),#BBB1CD,regal air-n (9608),#4C4556,Sabyasachi Chapter 3: Heartland - Vatika - Choona Paani (W150Z685S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z685S75.jpg,Sabyasachi Chapter 4: Paris-Calcutta - Ink Blue (W269LO19S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO19S75.jpg,Lattice Weave (IMP1016CMB1006),#49484E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1016CMB1006.png,Ragging (TXT1035CMB1122),#153047,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1035CMB1122.jpg
forest night-n,9816,greens,#3F5340,Recommended,cool,dark,"highlight walls, balcony, verandahs",792,99,8,1409,https://www.asianpaints.com/colour-catalogue/green-wall-colours/forest-night-n.html,dew drop (0299),#C8DCC9,royal crest (8216),#ABA3A7,pastell rosa-n (9593),#CCA1C8,purple galaxy-n (9607),#654763,Magnificent South - Thousand Flowers - Deccan Stone (W151Z709N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z709N75.jpg,Ador - Serenade - Princess Border - Cream (AW02VH53N75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH53N75.jpg,Opaco Matt Rain (IMP1003CMB1002),#797279,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1002.png,Disc (TXT1023CMB1080),#652B48,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1023CMB1080.jpg
tinted pista-n,9817,greens,#EFF3D4,,cool,light,"study room, bedroom, exterior body",793,100,1,1408,https://www.asianpaints.com/colour-catalogue/green-wall-colours/tinted-pista-n.html,parakeet green-n (9812),#B4BB2E,ocean force (X146),#1D628A,rare orchid (7197),#53516F,natural beauty (7212),#E3E3E6,Sabyasachi Chapter 4: Paris-Calcutta - Firozi (Mica) (W269LO22S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO22S75.jpg,Sabyasachi Chapter 4: Paris-Calcutta - Neela (Mica) (W269LO23S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO23S75.jpg,Terra Tide (IMP1008CMB1006),#47464C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1008CMB1006.png,Lithos Moonwalk (LXE1008CMB1015),#98A6B6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1008CMB1015.jpg
guacamole zing-n,9818,greens,#D5DC82,Recommended,cool,light,"study room, bedroom, exterior body",794,100,2,1407,https://www.asianpaints.com/colour-catalogue/green-wall-colours/guacamole-zing-n.html,herbalicious-n (9823),#82883A,ink blue (7246),#507BB2,rajputana purple-n (9619),#656195,purple pride (7202),#C7C8DC,Sabyasachi Chapter 4: Paris-Calcutta - Jade (W269LO27S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO27S75.jpg,Sabyasachi Chapter 4: Paris-Calcutta - Vintage Firoza (W269LO37S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO37S75.jpg,Lattice Link (IMP1014CMB1003),#7B7E8E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1014CMB1003.png,Calcecruda Rustic (IMP1001CMB1013),#727F8F,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1013.png
peas soup-n,9819,greens,#C0D05E,,cool,medium,"living room, kitchen, hallways",795,100,3,1406,https://www.asianpaints.com/colour-catalogue/green-wall-colours/peas-soup-n.html,pleasant pistachio-n (9833),#D8E29D,armada (0U29),#35485A,dark triumph (7165),#524E70,royal robes (7158),#827AB0,Replay - Confetti - Sky Blue (W159XE07N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE07N75-10x10.jpeg,Sabyasachi Chapter 4: Paris-Calcutta - Emerald (W269LO38S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO38S75.jpg,Lattice Lace (IMP1013CMB1006),#55545A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1013CMB1006.png,Marina (TXT1032CMB1117),#708098,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1032CMB1117.jpg
polly’s green-n,9820,greens,#AABC37,,cool,dark,"highlight walls, balcony, verandahs",796,100,4,1405,https://www.asianpaints.com/colour-catalogue/green-wall-colours/pollys-green-n.html,pista tinge-n (9825),#E2E6AC,lavender secret (7163),#E1DBE5,velvet night (7159),#A49DCB,purple pansy (7182),#6E6C7B,Replay - Pulse - Amber (W159XE12N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE12N75-10x10.jpeg,Sabyasachi Chapter 4: Paris-Calcutta - Neela (W269LO50S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO50S75.jpg,Terra Pulse (IMP1006CMB1006),#504F55,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1006CMB1006.png,Calcecruda Weathered (IMP1002CMB1014),#686E7A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1014.png
french bean-n,9821,greens,#869E45,,cool,medium,"living room, kitchen, hallways",797,100,5,1404,https://www.asianpaints.com/colour-catalogue/green-wall-colours/french-bean-n.html,green republic (7676),#E9EEDB,japanese lilac (7111),#BB95C3,fuchsia fiesta-n (9626),#978CB5,lilac dusk-n (9624),#746F7F,Replay - Rush - Apricot (W159XE27N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE27N75-10x10.jpeg,Ador - Serenade - Princess - Teal (AW02VH02N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH02N75.jpg,Opaco Matt Vertical (IMP1004CMB1004),#49484E,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1004.png,Brushing (TXT1007CMB1026),#5A6484,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1007CMB1026.jpg
fern garden-n,9822,greens,#838F47,,cool,medium,"living room, kitchen, hallways",798,100,6,1403,https://www.asianpaints.com/colour-catalogue/green-wall-colours/fern-garden-n.html,white satin (L119),#EDEFE2,brazen breeze (7385),#A5C0C5,dash of purple (7160),#B4ADD4,garden beauty (7183),#8C8C9C,Magnificent South - Splendid Summer - Deccan Stone (W151Z733N75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W151Z733N75.jpg,Ador - Serenade - Princess - Royal Blue (AW02VH03N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH03N75.jpg,Terra Surge (IMP1007CMB1006),#605F65,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1007CMB1006.png,Stucco Marble (TXT1048CMB1181),#1A87C3,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1048CMB1181.jpg
herbalicious-n,9823,greens,#82883A,,cool,medium,"living room, kitchen, hallways",799,100,7,1402,https://www.asianpaints.com/colour-catalogue/green-wall-colours/herbalicious-n.html,alto-n (2353),#E7E9CA,pool party (7250),#C4D7E6,princess purple (7193),#A3A5B9,intense purple (7166),#7D7CAB,Replay - May Day - Emerald (W159XE40N75),#5E5D57,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE40N75-10x10.jpeg,Ador - Serenade - Spring Day - Blue (AW02VH12N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH12N75.jpg,Calcecruda Weathered (IMP1002CMB1003),#56575B,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1003.png,Brushing (TXT1007CMB1030),#2072A5,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1007CMB1030.jpg
wimbledon green-n,9824,greens,#60643B,,cool,dark,"highlight walls, balcony, verandahs",800,100,8,1401,https://www.asianpaints.com/colour-catalogue/green-wall-colours/wimbledon-green-n.html,tapestry (0972),#E3E5D1,solitude (9228),#D1E3E3,tiffany (7167),#9B9DC4,blue berry (7213),#484C7B,Replay - Jazz Tune - Clay (W159XE42N75),#5E5D57,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE42N75-10x10.jpeg,Ador - Serenade - Cottage Leaf - Indigo (AW02VH27N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH27N75.jpg,Calcecruda Rustic (IMP1001CMB1003),#505155,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1003.png,Metallics Palm Weave (TNB1012CMB1006),#1B4465,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1012CMB1006.jpeg
pista tinge-n,9825,greens,#E2E6AC,,cool,light,"study room, bedroom, exterior body",801,101,1,1400,https://www.asianpaints.com/colour-catalogue/green-wall-colours/pista-tinge-n.html,draksha baug-n (9827),#C1CB48,oriental blue (1306),#2E5282,rare orchid (7197),#53516F,violet pond (7209),#BAC2E1,Sabyasachi Chapter 4: Paris-Calcutta - Fawn (W269LO28S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO28S75.jpg,Ador - Serenade - Flower Trail - River Blue (AW02VH32N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH32N75.jpg,Infinitex Terra Crescent (IMP1005CMB1003),#83889C,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1005CMB1003.png,Metallics Madras Checks (TNB1010CMB1005),#647994,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1010CMB1005.jpeg
avocado cooler-n,K286,greens,#DDD98D,,warm,light,"study room, bedroom, exterior body",802,101,2,1399,https://www.asianpaints.com/colour-catalogue/green-wall-colours/avocado-cooler-n.html,lemon souffle (7773),#CFC831,empty sky-n (9657),#2C7FB2,purple chiffon (7205),#52578D,purple pride (7202),#C7C8DC,Sabyasachi Chapter 4: Paris-Calcutta - Sulekha Blue (W269LO35S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO35S75.jpg,Ador - Serenade - Flower Trail - Pale Blue (AW02VH34N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH34N75.jpg,Lattice Lace (IMP1013CMB1003),#747889,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1013CMB1003.png,Opaco Matt Rain (IMP1003CMB1016),#7794A8,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1016.png
citrus green-n,9826,greens,#CBD762,Recommended,cool,medium,"living room, kitchen, hallways",803,101,3,1398,https://www.asianpaints.com/colour-catalogue/green-wall-colours/citrus-green-n.html,peace (2467),#E8EBC7,pluto (7301),#404F62,banaphool-i (X187),#4F4F82,senate purple (7192),#9699AF,Replay - Sky Dance - Terracotta (W159XE30N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE30N75-10x10.jpeg,Ador - Serenade - Make Your Mark - River Blue (AW02VH40N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH40N75.jpg,Calcecruda Rustic (IMP1001CMB1002),#606165,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1002.png,Calcecruda Weathered (IMP1002CMB1013),#7C8999,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1013.png
draksha baug-n,9827,greens,#C1CB48,,warm,medium,"living room, kitchen, hallways",804,101,4,1397,https://www.asianpaints.com/colour-catalogue/green-wall-colours/draksha-baug-n.html,lime delight (7744),#DFE29D,gulmarg winters-n (9656),#C3E1EA,reverie (7051),#B5B4CD,purple heart (7206),#6977B0,Replay - Tempest - Rust Brown (W159XE35N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE35N75-10x10.jpeg,Ador - Serenade - Princess Border - Blue (AW02VH52N75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH52N75.jpg,Calcecruda Weathered (IMP1002CMB1002),#5A5B5F,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1002.png,Stucco Marble (LXE1007CMB1008),#697D8F,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1007CMB1008.jpg
green fern-n,9828,greens,#AEB134,Recommended,warm,dark,"highlight walls, balcony, verandahs",805,101,5,1396,https://www.asianpaints.com/colour-catalogue/green-wall-colours/green-fern-n.html,springdale (7770),#E8E5B9,young boy blue (7330),#A9D3E7,orchid bloom (7168),#A2A3C6,vintage velvet (7190),#6C6D84,Replay - Jazz Tune - Deep Orange (W159XE43N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE43N75-10x10.jpeg,Sabyasachi Chapter 2: India Revival Project - Cheent - Lapiz (W109WI36S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI36S75.jpg,Metallics Tussar (TNB1016CMB1001),#3B3C4A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1016CMB1001.jpeg,Opaco Matt Vertical (IMP1004CMB1016),#59768A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1004CMB1016.png
vine green-n,9829,greens,#9FA43B,,warm,dark,"highlight walls, balcony, verandahs",806,101,6,1395,https://www.asianpaints.com/colour-catalogue/green-wall-colours/vine-green-n.html,pale moss (7721),#D1D3A9,water's edge (8274),#B4C6CC,still pond (7184),#A7A7B4,purple chiffon (7205),#52578D,Replay - Autumn Rain - Terracotta (W159XE49N75),#CA8C44,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W159XE49N75-10x10.jpeg,Sabyasachi Chapter 2: India Revival Project - Travancore Chintz - Neel (W109WI40S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI40S75.jpg,Terra Pulse (IMP1006CMB1003),#5F6478,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1006CMB1003.png,Metallics Palm Weave (TNB1012CMB1007),#5C7284,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1012CMB1007.jpeg
spinach soup-n,9830,greens,#90953E,Recommended,warm,medium,"living room, kitchen, hallways",807,101,7,1394,https://www.asianpaints.com/colour-catalogue/green-wall-colours/spinach-soup-n.html,tranquil green (8388),#E6E7D9,gentle blue (1276),#C8D9DF,royal glimmer (7200),#9298BC,mulberry (7191),#7C7D93,Sabyasachi Chapter 4: Paris-Calcutta - Ivory Ash (Mica) (W269LO18S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO18S75.jpg,Sabyasachi Chapter 2: India Revival Project - Bel Buti - Indigo (W109WI42S75),#567385,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W109WI42S75.jpg,Metallics Tussar (TNB1016CMB1001),#3B3C4A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1016CMB1001.jpeg,CrissCross (TXT1018CMB1069),#324961,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1018CMB1069.jpg
dried parsley-n,9831,greens,#747D49,,cool,medium,"living room, kitchen, hallways",808,101,8,1393,https://www.asianpaints.com/colour-catalogue/green-wall-colours/dried-parsley-n.html,minty ale (8419),#D1D5BD,clear sky (8275),#CDD8D9,pigeon grey (8233),#A1A0A4,regal jewel (7150),#887DA3,Sabyasachi Chapter 4: Paris-Calcutta - Vintage Silver (Mica) (W269LO41S75),#5E5D57,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO41S75.jpg,Sandtales - Mystic Dream - Sand Vivid (W145Z349N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z349N75-10x10.jpeg,Opaco Matt Rain (IMP1003CMB1004),#504F55,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1003CMB1004.png,Metallics Charpai (TNB1006CMB1003),#59606A,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/exterior-texture-asian-paints-TNB1006CMB1003.jpeg
soft focus,7748,greens,#F1EFD7,,warm,light,"study room, bedroom, exterior body",809,102,1,1392,https://www.asianpaints.com/colour-catalogue/green-wall-colours/soft-focus.html,lucky leek-n (9851),#BDAD34,ashberry (7366),#486E81,deep denim-n (9648),#3E4158,lilac ribbon-n (9632),#C7CDE7,Sabyasachi Chapter 4: Paris-Calcutta - Chutney (W269LO51S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO51S75.jpg,Sandtales - Sacred Spirit - Midnight Blue (W145Z374N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z374N75-10x10.jpeg,Calcecruda Rustic (IMP1001CMB1012),#8A8B90,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1001CMB1012.png,Stucco Mirror (LIC1010CMB1005),#9AC0DC,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1010CMB1005.jpg
lemon grass,7747,greens,#EFEECE,,warm,light,"study room, bedroom, exterior body",810,102,2,1391,https://www.asianpaints.com/colour-catalogue/green-wall-colours/lemon-grass.html,golf greens (7765),#A09E3B,pangong blue-n (9651),#407EB6,blue berry (7213),#484C7B,frozen zanskar-n (K091),#DCDCDD,Sabyasachi Chapter 4: Paris-Calcutta - Olive (W269LO59S75),#F3E8D1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO59S75.jpg,Sandtales - Silver Wind - Midnight Blue (W145Z380N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z380N75-10x10.jpeg,Lattice Weave (IMP1016CMB1003),#7A7B8D,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1016CMB1003.png,Velour Classique (LIC1009CMB1012),#9EC2D6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LIC1009CMB1012.jpg
wedge of lime,7746,greens,#ECEAC0,,warm,light,"study room, bedroom, exterior body",811,102,3,1390,https://www.asianpaints.com/colour-catalogue/green-wall-colours/wedge-of-lime.html,amla green-i (X223),#CCC038,peacock crest-n (9663),#0D648A,grape (7199),#8087AD,delicate doll (7203),#D5D5E0,Sabyasachi Chapter 3: Heartland - Shantiniketan - Gulkand (W150Z675S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z675S75.jpg,Sandtales - Wind and Sand - Midnight Blue (W145Z385N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z385N75-10x10.jpeg,Lattice Mosaic (IMP1015CMB1003),#6B7084,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1015CMB1003.png,Stucco Marble (TXT1048CMB1177),#4D85AB,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/interior-texture-asian-paints-TXT1048CMB1177.jpg
cucumber salad,7745,greens,#E7E9B3,,cool,light,"study room, bedroom, exterior body",812,102,4,1389,https://www.asianpaints.com/colour-catalogue/green-wall-colours/cucumber-salad.html,neón verde-n (9835),#C8CD3B,stone path (8255),#6F767D,garden beauty (7183),#8C8C9C,berry blush (7217),#B8C3E2,Sabyasachi Chapter 4: Paris-Calcutta - Deep Pink (W269LO29S75),#EDDEB1,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W269LO29S75.jpg,Sandtales - Tribal Ways - Rain Blue (W145Z390N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z390N75-10x10.jpeg,Terra Tide (IMP1008CMB1003),#6A6F83,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1008CMB1003.png,Lithos (LXE1005CMB1014),#9BAABA,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1005CMB1014.jpg
lime delight,7744,greens,#DFE29D,,cool,light,"study room, bedroom, exterior body",813,102,5,1388,https://www.asianpaints.com/colour-catalogue/green-wall-colours/lime-delight.html,sporting green (7741),#ADB328,deep mine (8246),#5F646A,banaphool-i (X187),#4F4F82,violet vista (7226),#B7BFD3,Sabyasachi Chapter 3: Heartland - Vatika - Kanauj Rose (W150Z683S75),#F2EDD7,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/W150Z683S75.jpg,Sandtales - Drifting - Oasis Blue (W145Z392N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z392N75-10x10.jpeg,Calcecruda Weathered (IMP1002CMB1012),#919297,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1002CMB1012.png,Lithos Dazzle (LXE1012CMB1014),#9BB0C6,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1012CMB1014.jpg
peppy lime,7743,greens,#CFD879,,cool,light,"study room, bedroom, exterior body",814,102,6,1387,https://www.asianpaints.com/colour-catalogue/green-wall-colours/peppy-lime.html,paan-i (X222),#929D3A,new moon sky-n (9669),#3F526B,saintpaulia violet-n (9620),#5B5581,young berry (7194),#BCB9CB,Ador - Serenade - Cottage Leaf - Cream (AW02VH25N75),#CA8C44,https://www.asianpaints.com/content/dam/colourwithap/COLOUR_AP_WALLPAPER_CATALOGUE/ROOMSHOT_2/AW02VH25N75.jpg,Sandtales - Blown Away - Rainy Blue (W145Z398N75),#567385,https://www.asianpaints.com/content/dam/asian_paints/wall-coverings/wallpaper-shots/wallpaper-asian-paints-W145Z398N75-10x10.jpeg,Lattice Lace (IMP1013CMB1003),#747889,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/IMP1013CMB1003.png,Lithos Veneation Peacock (LXE1011CMB1011),#6D7A88,https://www.asianpaints.com/content/dam/asian_paints/textures/swatches/LXE1011CMB1011.jpg
